id,user,buries,kickouts,sum,ratio,dist,,,
28783,Klikajac,0,5,5,0,1.6868225252,,,
28784,klluska,0,5,5,0,1.6868225252,,,
28785,klonn,0,5,5,0,1.6868225252,,,
28786,kmerson,0,5,5,0,1.6868225252,,,
28787,KMZ,0,5,5,0,1.6868225252,,,
28788,ko55ak,0,5,5,0,1.6868225252,,,
28789,kolnay1,0,5,5,0,1.6868225252,,,
28790,komandorbrod,0,5,5,0,1.6868225252,,,
28791,komendant,0,5,5,0,1.6868225252,,,
28792,komornik,0,5,5,0,1.6868225252,,,
28793,kondrix,0,5,5,0,1.6868225252,,,
28794,konfafal,0,5,5,0,1.6868225252,,,
28795,konop,0,5,5,0,1.6868225252,,,
28796,konrado,0,5,5,0,1.6868225252,,,
28797,koola,0,5,5,0,1.6868225252,,,
28798,Kopiczek,0,5,5,0,1.6868225252,,,
28799,Korwinmikke,0,5,5,0,1.6868225252,,,
28800,korwinmikkeT,0,5,5,0,1.6868225252,,,
28801,korzengo8,0,5,5,0,1.6868225252,,,
28802,Korzi,0,5,5,0,1.6868225252,,,
28803,kosciu,0,5,5,0,1.6868225252,,,
28804,Kostek667,0,5,5,0,1.6868225252,,,
28805,koszernyrozum,0,5,5,0,1.6868225252,,,
28806,KP_PIS,0,5,5,0,1.6868225252,,,
28807,Krait,0,5,5,0,1.6868225252,,,
28808,Kralizek,0,5,5,0,1.6868225252,,,
28809,krasnal,0,5,5,0,1.6868225252,,,
28810,krato,0,5,5,0,1.6868225252,,,
28811,Kratos,0,5,5,0,1.6868225252,,,
28812,kreatywnaasia,0,5,5,0,1.6868225252,,,
28813,krejzol,0,5,5,0,1.6868225252,,,
28814,kretoslaw,0,5,5,0,1.6868225252,,,
28815,kristofero,0,5,5,0,1.6868225252,,,
28816,krychu199,0,5,5,0,1.6868225252,,,
28817,KrystianK,0,5,5,0,1.6868225252,,,
28818,krzaq,0,5,5,0,1.6868225252,,,
28819,krzczapi,0,5,5,0,1.6868225252,,,
28820,krzycz22,0,5,5,0,1.6868225252,,,
28821,krzysieksadyba,0,5,5,0,1.6868225252,,,
28822,krzyzak333,0,5,5,0,1.6868225252,,,
28823,ksiadz666,0,5,5,0,1.6868225252,,,
28824,kuklok,0,5,5,0,1.6868225252,,,
28825,kumbria,0,5,5,0,1.6868225252,,,
28826,kuperek007,0,5,5,0,1.6868225252,,,
28827,Kurazan,0,5,5,0,1.6868225252,,,
28828,kusnierz,0,5,5,0,1.6868225252,,,
28829,kuzan,0,5,5,0,1.6868225252,,,
28830,kwass85,0,5,5,0,1.6868225252,,,
28831,Kyliesom,0,5,5,0,1.6868225252,,,
28832,kylunio21,0,5,5,0,1.6868225252,,,
28833,kzyhu,0,5,5,0,1.6868225252,,,
28834,l3mon,0,5,5,0,1.6868225252,,,
28835,ladybird666,0,5,5,0,1.6868225252,,,
28836,lafayette,0,5,5,0,1.6868225252,,,
28837,lakim,0,5,5,0,1.6868225252,,,
28838,lambar,0,5,5,0,1.6868225252,,,
28839,lamia,0,5,5,0,1.6868225252,,,
28840,lapin,0,5,5,0,1.6868225252,,,
28841,lazur,0,5,5,0,1.6868225252,,,
28842,Leber,0,5,5,0,1.6868225252,,,
28843,lecewkulki,0,5,5,0,1.6868225252,,,
28844,lechu1988,0,5,5,0,1.6868225252,,,
28845,lehu,0,5,5,0,1.6868225252,,,
28846,lenger,0,5,5,0,1.6868225252,,,
28847,Lenn,0,5,5,0,1.6868225252,,,
28848,leomessi69,0,5,5,0,1.6868225252,,,
28849,lephec,0,5,5,0,1.6868225252,,,
28850,lesny_warchlak,0,5,5,0,1.6868225252,,,
28851,leszekr20,0,5,5,0,1.6868225252,,,
28852,lgrz,0,5,5,0,1.6868225252,,,
28853,Liberus,0,5,5,0,1.6868225252,,,
28854,likanos,0,5,5,0,1.6868225252,,,
28855,lil_hustla,0,5,5,0,1.6868225252,,,
28856,lilkaxxx,0,5,5,0,1.6868225252,,,
28857,limoonka,0,5,5,0,1.6868225252,,,
28858,lobuzek,0,5,5,0,1.6868225252,,,
28859,loki7,0,5,5,0,1.6868225252,,,
28860,loko88,0,5,5,0,1.6868225252,,,
28861,lokus25,0,5,5,0,1.6868225252,,,
28862,Lola,0,5,5,0,1.6868225252,,,
28863,lolek1989,0,5,5,0,1.6868225252,,,
28864,lolekguma,0,5,5,0,1.6868225252,,,
28865,lopezloo,0,5,5,0,1.6868225252,,,
28866,lordshiva,0,5,5,0,1.6868225252,,,
28867,los,0,5,5,0,1.6868225252,,,
28868,Los_Krk,0,5,5,0,1.6868225252,,,
28869,lubicz,0,5,5,0,1.6868225252,,,
28870,lucyfungus,0,5,5,0,1.6868225252,,,
28871,lukash2308,0,5,5,0,1.6868225252,,,
28872,LukasRR,0,5,5,0,1.6868225252,,,
28873,Lukasz17qr,0,5,5,0,1.6868225252,,,
28874,lukasz6b,0,5,5,0,1.6868225252,,,
28875,lukaszbb,0,5,5,0,1.6868225252,,,
28876,lukaszokroj1,0,5,5,0,1.6868225252,,,
28877,lukie-cookie,0,5,5,0,1.6868225252,,,
28878,lukim,0,5,5,0,1.6868225252,,,
28879,LuluKB,0,5,5,0,1.6868225252,,,
28880,lymianin,0,5,5,0,1.6868225252,,,
28881,m2dman,0,5,5,0,1.6868225252,,,
28882,ma-wa,0,5,5,0,1.6868225252,,,
28883,ma3x9,0,5,5,0,1.6868225252,,,
28884,maci_o,0,5,5,0,1.6868225252,,,
28885,maciek03,0,5,5,0,1.6868225252,,,
28886,Macko89,0,5,5,0,1.6868225252,,,
28887,macterror,0,5,5,0,1.6868225252,,,
28888,madziamac,0,5,5,0,1.6868225252,,,
28889,maflowpl,0,5,5,0,1.6868225252,,,
28890,magzatorska,0,5,5,0,1.6868225252,,,
28891,Maja,0,5,5,0,1.6868225252,,,
28892,majkelx,0,5,5,0,1.6868225252,,,
28893,mak79,0,5,5,0,1.6868225252,,,
28894,maksymM,0,5,5,0,1.6868225252,,,
28895,Mala_Stokrot,0,5,5,0,1.6868225252,,,
28896,mala-mi,0,5,5,0,1.6868225252,,,
28897,malamufka,0,5,5,0,1.6868225252,,,
28898,malira,0,5,5,0,1.6868225252,,,
28899,Man1ek,0,5,5,0,1.6868225252,,,
28900,manoh,0,5,5,0,1.6868225252,,,
28901,manthios,0,5,5,0,1.6868225252,,,
28902,mapu,0,5,5,0,1.6868225252,,,
28903,mar0,0,5,5,0,1.6868225252,,,
28904,maras55,0,5,5,0,1.6868225252,,,
28905,marasas31,0,5,5,0,1.6868225252,,,
28906,marcepan,0,5,5,0,1.6868225252,,,
28907,marcinnek_,0,5,5,0,1.6868225252,,,
28908,MarcinOS,0,5,5,0,1.6868225252,,,
28909,marcinz76,0,5,5,0,1.6868225252,,,
28910,marciuszka,0,5,5,0,1.6868225252,,,
28911,marcjanna,0,5,5,0,1.6868225252,,,
28912,marek247,0,5,5,0,1.6868225252,,,
28913,marek75,0,5,5,0,1.6868225252,,,
28914,marekgajewski,0,5,5,0,1.6868225252,,,
28915,marekk19,0,5,5,0,1.6868225252,,,
28916,marekpieczarski,0,5,5,0,1.6868225252,,,
28917,margerytka,0,5,5,0,1.6868225252,,,
28918,marian423,0,5,5,0,1.6868225252,,,
28919,mario_bravo,0,5,5,0,1.6868225252,,,
28920,mario9,0,5,5,0,1.6868225252,,,
28921,marioziom,0,5,5,0,1.6868225252,,,
28922,Mariusz_Drugi,0,5,5,0,1.6868225252,,,
28923,Maro2,0,5,5,0,1.6868225252,,,
28924,Marquez,0,5,5,0,1.6868225252,,,
28925,marrollek,0,5,5,0,1.6868225252,,,
28926,martan,0,5,5,0,1.6868225252,,,
28927,MartinZG,0,5,5,0,1.6868225252,,,
28928,martwa_k1,0,5,5,0,1.6868225252,,,
28929,marweski,0,5,5,0,1.6868225252,,,
28930,marwwa,0,5,5,0,1.6868225252,,,
28931,marzenkaas,0,5,5,0,1.6868225252,,,
28932,Maslo69,0,5,5,0,1.6868225252,,,
28933,maszyna,0,5,5,0,1.6868225252,,,
28934,mat48,0,5,5,0,1.6868225252,,,
28935,mataxx,0,5,5,0,1.6868225252,,,
28936,mateo_3636,0,5,5,0,1.6868225252,,,
28937,Mathe92,0,5,5,0,1.6868225252,,,
28938,mati0705,0,5,5,0,1.6868225252,,,
28939,matias19,0,5,5,0,1.6868225252,,,
28940,maticzek1551,0,5,5,0,1.6868225252,,,
28941,matilata,0,5,5,0,1.6868225252,,,
28942,MatiSz,0,5,5,0,1.6868225252,,,
28943,MatmaRex,0,5,5,0,1.6868225252,,,
28944,Matoo_,0,5,5,0,1.6868225252,,,
28945,matthew79,0,5,5,0,1.6868225252,,,
28946,MaWy,0,5,5,0,1.6868225252,,,
28947,max_007,0,5,5,0,1.6868225252,,,
28948,maxiogee,0,5,5,0,1.6868225252,,,
28949,mazar,0,5,5,0,1.6868225252,,,
28950,mccozy,0,5,5,0,1.6868225252,,,
28951,mcdev,0,5,5,0,1.6868225252,,,
28952,mcmlxxll,0,5,5,0,1.6868225252,,,
28953,mdobma,0,5,5,0,1.6868225252,,,
28954,medraka,0,5,5,0,1.6868225252,,,
28955,Melouber,0,5,5,0,1.6868225252,,,
28956,menik69,0,5,5,0,1.6868225252,,,
28957,menina,0,5,5,0,1.6868225252,,,
28958,Mercuror,0,5,5,0,1.6868225252,,,
28959,mergaite,0,5,5,0,1.6868225252,,,
28960,metall2,0,5,5,0,1.6868225252,,,
28961,mexyktexyk,0,5,5,0,1.6868225252,,,
28962,mfaber,0,5,5,0,1.6868225252,,,
28963,mgeeky,0,5,5,0,1.6868225252,,,
28964,mgrz,0,5,5,0,1.6868225252,,,
28965,Mia199603,0,5,5,0,1.6868225252,,,
28966,miara,0,5,5,0,1.6868225252,,,
28967,mich4lin4,0,5,5,0,1.6868225252,,,
28968,michaauu_plaski,0,5,5,0,1.6868225252,,,
28969,michael_boni,0,5,5,0,1.6868225252,,,
28970,Michal_Musur,0,5,5,0,1.6868225252,,,
28971,michal12514,0,5,5,0,1.6868225252,,,
28972,michal24s,0,5,5,0,1.6868225252,,,
28973,michalb82,0,5,5,0,1.6868225252,,,
28974,michalekk,0,5,5,0,1.6868225252,,,
28975,michalkory,0,5,5,0,1.6868225252,,,
28976,miden1,0,5,5,0,1.6868225252,,,
28977,mihalodz,0,5,5,0,1.6868225252,,,
28978,Mijagizen,0,5,5,0,1.6868225252,,,
28979,Miki55,0,5,5,0,1.6868225252,,,
28980,mikita,0,5,5,0,1.6868225252,,,
28981,mikodelini,0,5,5,0,1.6868225252,,,
28982,milana56,0,5,5,0,1.6868225252,,,
28983,mild,0,5,5,0,1.6868225252,,,
28984,mimak2,0,5,5,0,1.6868225252,,,
28985,mimi0001,0,5,5,0,1.6868225252,,,
28986,Mintaj255,0,5,5,0,1.6868225252,,,
28987,mireks258,0,5,5,0,1.6868225252,,,
28988,miroks,0,5,5,0,1.6868225252,,,
28989,miserum,0,5,5,0,1.6868225252,,,
28990,misiek_emigrant,0,5,5,0,1.6868225252,,,
28991,misiek17203,0,5,5,0,1.6868225252,,,
28992,misiek866,0,5,5,0,1.6868225252,,,
28993,misieq91,0,5,5,0,1.6868225252,,,
28994,MisioPiesio,0,5,5,0,1.6868225252,,,
28995,misiu77,0,5,5,0,1.6868225252,,,
28996,misssssiu,0,5,5,0,1.6868225252,,,
28997,MissTeddy,0,5,5,0,1.6868225252,,,
28998,mistrz9345,0,5,5,0,1.6868225252,,,
28999,mistrzu,0,5,5,0,1.6868225252,,,
29000,Misyek,0,5,5,0,1.6868225252,,,
29001,miszcz_ortografi,0,5,5,0,1.6868225252,,,
29002,miszczu,0,5,5,0,1.6868225252,,,
29003,Miszczyni,0,5,5,0,1.6868225252,,,
29004,mjawor,0,5,5,0,1.6868225252,,,
29005,mjuzikens,0,5,5,0,1.6868225252,,,
29006,mklosinski,0,5,5,0,1.6868225252,,,
29007,mkonopka,0,5,5,0,1.6868225252,,,
29008,mlaskus,0,5,5,0,1.6868225252,,,
29009,Mlodyy11,0,5,5,0,1.6868225252,,,
29010,mnuterking,0,5,5,0,1.6868225252,,,
29011,mobi,0,5,5,0,1.6868225252,,,
29012,Mona_Lisa,0,5,5,0,1.6868225252,,,
29013,Moniek35,0,5,5,0,1.6868225252,,,
29014,monikaambasada,0,5,5,0,1.6868225252,,,
29015,moniurka82,0,5,5,0,1.6868225252,,,
29016,mononoke,0,5,5,0,1.6868225252,,,
29017,monter,0,5,5,0,1.6868225252,,,
29018,mordrax,0,5,5,0,1.6868225252,,,
29019,Morvant,0,5,5,0,1.6868225252,,,
29020,motylek123,0,5,5,0,1.6868225252,,,
29021,moulder,0,5,5,0,1.6868225252,,,
29022,MoyoJoyo,0,5,5,0,1.6868225252,,,
29023,mpzsz,0,5,5,0,1.6868225252,,,
29024,mrocznyponczushzaglady,0,5,5,0,1.6868225252,,,
29025,MrTukan,0,5,5,0,1.6868225252,,,
29026,ms77,0,5,5,0,1.6868225252,,,
29027,msgforce,0,5,5,0,1.6868225252,,,
29028,msnrc,0,5,5,0,1.6868225252,,,
29029,MUfan,0,5,5,0,1.6868225252,,,
29030,mufik,0,5,5,0,1.6868225252,,,
29031,muggler,0,5,5,0,1.6868225252,,,
29032,mutos,0,5,5,0,1.6868225252,,,
29033,mwojtas12,0,5,5,0,1.6868225252,,,
29034,myexe,0,5,5,0,1.6868225252,,,
29035,Myrtlec,0,5,5,0,1.6868225252,,,
29036,mysszka,0,5,5,0,1.6868225252,,,
29037,mystic,0,5,5,0,1.6868225252,,,
29038,nadine-wampirzyca,0,5,5,0,1.6868225252,,,
29039,nadzieja,0,5,5,0,1.6868225252,,,
29040,najutta,0,5,5,0,1.6868225252,,,
29041,nallcia,0,5,5,0,1.6868225252,,,
29042,namelesskind,0,5,5,0,1.6868225252,,,
29043,Nasho,0,5,5,0,1.6868225252,,,
29044,natalia-paradowska-988,0,5,5,0,1.6868225252,,,
29045,nattfarinn,0,5,5,0,1.6868225252,,,
29046,nedear,0,5,5,0,1.6868225252,,,
29047,neovof419,0,5,5,0,1.6868225252,,,
29048,nescafe,0,5,5,0,1.6868225252,,,
29049,neska358,0,5,5,0,1.6868225252,,,
29050,nestea,0,5,5,0,1.6868225252,,,
29051,Neurotok,0,5,5,0,1.6868225252,,,
29052,newgargamel,0,5,5,0,1.6868225252,,,
29053,newralgia,0,5,5,0,1.6868225252,,,
29054,Nibeneth,0,5,5,0,1.6868225252,,,
29055,nickers,0,5,5,0,1.6868225252,,,
29056,niebieskooka,0,5,5,0,1.6868225252,,,
29057,NieTylkoKontrowersje,0,5,5,0,1.6868225252,,,
29058,niewidzialnezuo,0,5,5,0,1.6868225252,,,
29059,NightElf,0,5,5,0,1.6868225252,,,
29060,nikonem,0,5,5,0,1.6868225252,,,
29061,nindas,0,5,5,0,1.6868225252,,,
29062,nineinchnick,0,5,5,0,1.6868225252,,,
29063,niome,0,5,5,0,1.6868225252,,,
29064,Niuchacz,0,5,5,0,1.6868225252,,,
29065,nocnik,0,5,5,0,1.6868225252,,,
29066,NOJA,0,5,5,0,1.6868225252,,,
29067,nokash,0,5,5,0,1.6868225252,,,
29068,norbertO,0,5,5,0,1.6868225252,,,
29069,novik,0,5,5,0,1.6868225252,,,
29070,nowart,0,5,5,0,1.6868225252,,,
29071,Nuntaro,0,5,5,0,1.6868225252,,,
29072,Nyscerion,0,5,5,0,1.6868225252,,,
29073,oberwanieccc4,0,5,5,0,1.6868225252,,,
29074,obszczymurek,0,5,5,0,1.6868225252,,,
29075,OddajTegoLizaka,0,5,5,0,1.6868225252,,,
29076,offer20,0,5,5,0,1.6868225252,,,
29077,okazje,0,5,5,0,1.6868225252,,,
29078,olgrem,0,5,5,0,1.6868225252,,,
29079,Opalona_Blada_Twarz,0,5,5,0,1.6868225252,,,
29080,Ophelia,0,5,5,0,1.6868225252,,,
29081,optimistic,0,5,5,0,1.6868225252,,,
29082,Orlandoj,0,5,5,0,1.6868225252,,,
29083,orlica,0,5,5,0,1.6868225252,,,
29084,orlik1981,0,5,5,0,1.6868225252,,,
29085,Orteus,0,5,5,0,1.6868225252,,,
29086,ortografia,0,5,5,0,1.6868225252,,,
29087,osael,0,5,5,0,1.6868225252,,,
29088,oscarus,0,5,5,0,1.6868225252,,,
29089,Othello,0,5,5,0,1.6868225252,,,
29090,pa44,0,5,5,0,1.6868225252,,,
29091,pacaneum,0,5,5,0,1.6868225252,,,
29092,paganhuragan,0,5,5,0,1.6868225252,,,
29093,panNikt,0,5,5,0,1.6868225252,,,
29094,papkin2,0,5,5,0,1.6868225252,,,
29095,papuas,0,5,5,0,1.6868225252,,,
29096,partykw,0,5,5,0,1.6868225252,,,
29097,patrykpj,0,5,5,0,1.6868225252,,,
29098,paulinio,0,5,5,0,1.6868225252,,,
29099,pawel-biszko,0,5,5,0,1.6868225252,,,
29100,pawel1971,0,5,5,0,1.6868225252,,,
29101,pawel2501,0,5,5,0,1.6868225252,,,
29102,Pawelooo,0,5,5,0,1.6868225252,,,
29103,pawik80,0,5,5,0,1.6868225252,,,
29104,pawlak2,0,5,5,0,1.6868225252,,,
29105,Pawulon,0,5,5,0,1.6868225252,,,
29106,Paxtorn,0,5,5,0,1.6868225252,,,
29107,pchela,0,5,5,0,1.6868225252,,,
29108,peetaa,0,5,5,0,1.6868225252,,,
29109,pepis,0,5,5,0,1.6868225252,,,
29110,perfectape,0,5,5,0,1.6868225252,,,
29111,perzynski,0,5,5,0,1.6868225252,,,
29112,Petros601,0,5,5,0,1.6868225252,,,
29113,pgradziel,0,5,5,0,1.6868225252,,,
29114,Pher,0,5,5,0,1.6868225252,,,
29115,PieQt,0,5,5,0,1.6868225252,,,
29116,pierniczek007,0,5,5,0,1.6868225252,,,
29117,Pietuch,0,5,5,0,1.6868225252,,,
29118,pimlock,0,5,5,0,1.6868225252,,,
29119,Pimpussadelko89,0,5,5,0,1.6868225252,,,
29120,pinekkk,0,5,5,0,1.6868225252,,,
29121,pinokio,0,5,5,0,1.6868225252,,,
29122,piotr_t,0,5,5,0,1.6868225252,,,
29123,piotrek89w,0,5,5,0,1.6868225252,,,
29124,PiotrekGuzik,0,5,5,0,1.6868225252,,,
29125,Piotrekks,0,5,5,0,1.6868225252,,,
29126,piotrs,0,5,5,0,1.6868225252,,,
29127,PiruSML,0,5,5,0,1.6868225252,,,
29128,piter_praga,0,5,5,0,1.6868225252,,,
29129,PitMac,0,5,5,0,1.6868225252,,,
29130,Pitzonik,0,5,5,0,1.6868225252,,,
29131,pjwroc,0,5,5,0,1.6868225252,,,
29132,PKDeath,0,5,5,0,1.6868225252,,,
29133,platano,0,5,5,0,1.6868225252,,,
29134,pmajek1989,0,5,5,0,1.6868225252,,,
29135,pochwa,0,5,5,0,1.6868225252,,,
29136,Polasz,0,5,5,0,1.6868225252,,,
29137,polkin3run,0,5,5,0,1.6868225252,,,
29138,Polsilver,0,5,5,0,1.6868225252,,,
29139,PolskiRolnik,0,5,5,0,1.6868225252,,,
29140,Pozeracz_Troli,0,5,5,0,1.6868225252,,,
29141,ppiasq,0,5,5,0,1.6868225252,,,
29142,prawybrzeg,0,5,5,0,1.6868225252,,,
29143,precious8D,0,5,5,0,1.6868225252,,,
29144,preenight,0,5,5,0,1.6868225252,,,
29145,prokolo,0,5,5,0,1.6868225252,,,
29146,Prost,0,5,5,0,1.6868225252,,,
29147,przech,0,5,5,0,1.6868225252,,,
29148,przejazdem,0,5,5,0,1.6868225252,,,
29149,przemek54321,0,5,5,0,1.6868225252,,,
29150,przemeke,0,5,5,0,1.6868225252,,,
29151,przeper,0,5,5,0,1.6868225252,,,
29152,Przyszly_Prezydent,0,5,5,0,1.6868225252,,,
29153,psiaken,0,5,5,0,1.6868225252,,,
29154,psychoalpaca,0,5,5,0,1.6868225252,,,
29155,pternus,0,5,5,0,1.6868225252,,,
29156,Pyrlus,0,5,5,0,1.6868225252,,,
29157,pzlpzlpzl,0,5,5,0,1.6868225252,,,
29158,qlfok,0,5,5,0,1.6868225252,,,
29159,Queltas,0,5,5,0,1.6868225252,,,
29160,QW4K,0,5,5,0,1.6868225252,,,
29161,qwerter,0,5,5,0,1.6868225252,,,
29162,raaa,0,5,5,0,1.6868225252,,,
29163,Radbard,0,5,5,0,1.6868225252,,,
29164,radeonus,0,5,5,0,1.6868225252,,,
29165,radio3,0,5,5,0,1.6868225252,,,
29166,radwoj,0,5,5,0,1.6868225252,,,
29167,Radziu1990,0,5,5,0,1.6868225252,,,
29168,rafalbogart,0,5,5,0,1.6868225252,,,
29169,rafaldn,0,5,5,0,1.6868225252,,,
29170,rafalmmx,0,5,5,0,1.6868225252,,,
29171,rafaln,0,5,5,0,1.6868225252,,,
29172,ram_jet,0,5,5,0,1.6868225252,,,
29173,ranger25,0,5,5,0,1.6868225252,,,
29174,rascal,0,5,5,0,1.6868225252,,,
29175,Razr,0,5,5,0,1.6868225252,,,
29176,rbetko,0,5,5,0,1.6868225252,,,
29177,rbuz1,0,5,5,0,1.6868225252,,,
29178,realmadman,0,5,5,0,1.6868225252,,,
29179,Rejcan,0,5,5,0,1.6868225252,,,
29180,remiliusz,0,5,5,0,1.6868225252,,,
29181,rentje,0,5,5,0,1.6868225252,,,
29182,retteren,0,5,5,0,1.6868225252,,,
29183,rewlo,0,5,5,0,1.6868225252,,,
29184,Rewolt,0,5,5,0,1.6868225252,,,
29185,ribbons,0,5,5,0,1.6868225252,,,
29186,Rigante_1987,0,5,5,0,1.6868225252,,,
29187,rivorade,0,5,5,0,1.6868225252,,,
29188,rjankowski,0,5,5,0,1.6868225252,,,
29189,rkjm,0,5,5,0,1.6868225252,,,
29190,rmk-fly,0,5,5,0,1.6868225252,,,
29191,robertsaper,0,5,5,0,1.6868225252,,,
29192,robmal,0,5,5,0,1.6868225252,,,
29193,robnag,0,5,5,0,1.6868225252,,,
29194,robotnik_81,0,5,5,0,1.6868225252,,,
29195,robson075,0,5,5,0,1.6868225252,,,
29196,rokita,0,5,5,0,1.6868225252,,,
29197,roman119,0,5,5,0,1.6868225252,,,
29198,romero_99,0,5,5,0,1.6868225252,,,
29199,Romey,0,5,5,0,1.6868225252,,,
29200,RomeYY,0,5,5,0,1.6868225252,,,
29201,roobal,0,5,5,0,1.6868225252,,,
29202,roromi,0,5,5,0,1.6868225252,,,
29203,rouxx,0,5,5,0,1.6868225252,,,
29204,Rox,0,5,5,0,1.6868225252,,,
29205,royas,0,5,5,0,1.6868225252,,,
29206,rozkurwiator,0,5,5,0,1.6868225252,,,
29207,RT_NR,0,5,5,0,1.6868225252,,,
29208,RufuSx,0,5,5,0,1.6868225252,,,
29209,rujawi,0,5,5,0,1.6868225252,,,
29210,rureczka,0,5,5,0,1.6868225252,,,
29211,Ryane,0,5,5,0,1.6868225252,,,
29212,rybitzky,0,5,5,0,1.6868225252,,,
29213,rybon,0,5,5,0,1.6868225252,,,
29214,RYCHU_88,0,5,5,0,1.6868225252,,,
29215,RyPi,0,5,5,0,1.6868225252,,,
29216,ryszardlwie,0,5,5,0,1.6868225252,,,
29217,rzzz,0,5,5,0,1.6868225252,,,
29218,Sad_Statue,0,5,5,0,1.6868225252,,,
29219,sagiter,0,5,5,0,1.6868225252,,,
29220,salet,0,5,5,0,1.6868225252,,,
29221,samsung,0,5,5,0,1.6868225252,,,
29222,Sanderalek,0,5,5,0,1.6868225252,,,
29223,sanderrosicky,0,5,5,0,1.6868225252,,,
29224,santini,0,5,5,0,1.6868225252,,,
29225,sarah,0,5,5,0,1.6868225252,,,
29226,sasza,0,5,5,0,1.6868225252,,,
29227,sathorn,0,5,5,0,1.6868225252,,,
29228,Satizo,0,5,5,0,1.6868225252,,,
29229,sauron73,0,5,5,0,1.6868225252,,,
29230,sauron78,0,5,5,0,1.6868225252,,,
29231,schellrad,0,5,5,0,1.6868225252,,,
29232,scooby19921121,0,5,5,0,1.6868225252,,,
29233,sdolina,0,5,5,0,1.6868225252,,,
29234,se7enteen,0,5,5,0,1.6868225252,,,
29235,sebafree,0,5,5,0,1.6868225252,,,
29236,sebastian-es,0,5,5,0,1.6868225252,,,
29237,Sebeq92,0,5,5,0,1.6868225252,,,
29238,sector,0,5,5,0,1.6868225252,,,
29239,semik,0,5,5,0,1.6868225252,,,
29240,sempeck,0,5,5,0,1.6868225252,,,
29241,Seol,0,5,5,0,1.6868225252,,,
29242,ser100,0,5,5,0,1.6868225252,,,
29243,sersa,0,5,5,0,1.6868225252,,,
29244,sexywanker,0,5,5,0,1.6868225252,,,
29245,sgosia,0,5,5,0,1.6868225252,,,
29246,Shein,0,5,5,0,1.6868225252,,,
29247,sherbie,0,5,5,0,1.6868225252,,,
29248,shyshechka,0,5,5,0,1.6868225252,,,
29249,siena,0,5,5,0,1.6868225252,,,
29250,siepan,0,5,5,0,1.6868225252,,,
29251,siGh,0,5,5,0,1.6868225252,,,
29252,simeone,0,5,5,0,1.6868225252,,,
29253,simon_r,0,5,5,0,1.6868225252,,,
29254,siRcatcha,0,5,5,0,1.6868225252,,,
29255,skitty0,0,5,5,0,1.6868225252,,,
29256,SKorupa,0,5,5,0,1.6868225252,,,
29257,skyba,0,5,5,0,1.6868225252,,,
29258,sla17,0,5,5,0,1.6868225252,,,
29259,slave89,0,5,5,0,1.6868225252,,,
29260,slawekg,0,5,5,0,1.6868225252,,,
29261,smaniek,0,5,5,0,1.6868225252,,,
29262,smogo,0,5,5,0,1.6868225252,,,
29263,Sneer5,0,5,5,0,1.6868225252,,,
29264,socin,0,5,5,0,1.6868225252,,,
29265,Solskiego,0,5,5,0,1.6868225252,,,
29266,spunky,0,5,5,0,1.6868225252,,,
29267,stalowka,0,5,5,0,1.6868225252,,,
29268,stanislaw-wilski,0,5,5,0,1.6868225252,,,
29269,StaryHipis,0,5,5,0,1.6868225252,,,
29270,staszek_man,0,5,5,0,1.6868225252,,,
29271,stefan_pompka,0,5,5,0,1.6868225252,,,
29272,sterniksz,0,5,5,0,1.6868225252,,,
29273,stiven777,0,5,5,0,1.6868225252,,,
29274,stonek,0,5,5,0,1.6868225252,,,
29275,str128,0,5,5,0,1.6868225252,,,
29276,subey,0,5,5,0,1.6868225252,,,
29277,subskry,0,5,5,0,1.6868225252,,,
29278,sulfan,0,5,5,0,1.6868225252,,,
29279,sulimir,0,5,5,0,1.6868225252,,,
29280,svor,0,5,5,0,1.6868225252,,,
29281,swf2004,0,5,5,0,1.6868225252,,,
29282,swierszcz,0,5,5,0,1.6868225252,,,
29283,swozny,0,5,5,0,1.6868225252,,,
29284,sylhans,0,5,5,0,1.6868225252,,,
29285,Syn_Rolnika,0,5,5,0,1.6868225252,,,
29286,Szajsung,0,5,5,0,1.6868225252,,,
29287,szczym,0,5,5,0,1.6868225252,,,
29288,szipol,0,5,5,0,1.6868225252,,,
29289,Szklanka,0,5,5,0,1.6868225252,,,
29290,szonek,0,5,5,0,1.6868225252,,,
29291,Szprychu,0,5,5,0,1.6868225252,,,
29292,szymon217,0,5,5,0,1.6868225252,,,
29293,szymontumi,0,5,5,0,1.6868225252,,,
29294,Szymson,0,5,5,0,1.6868225252,,,
29295,Szysz,0,5,5,0,1.6868225252,,,
29296,szyszkiewicz,0,5,5,0,1.6868225252,,,
29297,tajegus,0,5,5,0,1.6868225252,,,
29298,Talyb,0,5,5,0,1.6868225252,,,
29299,Tanusz,0,5,5,0,1.6868225252,,,
29300,tboniek,0,5,5,0,1.6868225252,,,
29301,tedyznb,0,5,5,0,1.6868225252,,,
29302,tegez1,0,5,5,0,1.6868225252,,,
29303,tekumseh,0,5,5,0,1.6868225252,,,
29304,teldrin,0,5,5,0,1.6868225252,,,
29305,televizor,0,5,5,0,1.6868225252,,,
29306,tell_me_more,0,5,5,0,1.6868225252,,,
29307,tent,0,5,5,0,1.6868225252,,,
29308,tesak24,0,5,5,0,1.6868225252,,,
